Source RAh RAm RAs DE- DEd DEm DEs Lbol Tbol Class RdiskA e_RdiskA RdiskV e_RdiskV MdiskA e_MdiskA MdiskV e_MdiskV QALMA QVLA SpIdxAV e_SpIdxAV SpIdxV e_SpIdxV Flag RA_deg DEC_deg FieldA A_Flux A_e_Flux A_PFlux A_RMS A_dBmaj A_dBmin A_dPA A_RA_deg A_DEC_deg DistanceA FieldV V_Flux V_e_Flux V_PFlux V_RMS V_dBmaj V_dBmin V_dPA V_RA_deg V_DEC_deg DistanceV
HOPS-36 5 34 26.453 - 5 37 40.75 0.9 374.6 Flat 44.1 10.0 "" "" 43.6 1.0 "" "" 14.52 "" "" "" "" "" dn 83.61022083333333 -5.627986111111111 HOPS-36 40.162 0.948 19.848 0.31 0.13 0.07 155.4 83.61022083333333 -5.627986111111111 390.6 "" "" "" "" "" "" "" "" "" "" ""
HOPS-361-A 5 47 4.783 + 0 21 42.86 503.1 69.0 0 96.1 10.0 36.9 10.0 138.6 1.4 1876.5 9.0 0.65 0.07 2.0 0.06 0.6 0.04 dd 86.76992916666666 0.36190555555555554 HOPS-361 606.352 6.279 148.914 1.24 0.26 0.15 14.4 86.76992916666666 0.36190555555555554 430.4 HOPS-361 5.446 0.026 3.007 8.8 0.1 0.07 64.4 86.76993333333333 0.36190277777777774 430.4
HOPS-361-B 5 47 4.755 + 0 21 45.45 503.1 69.0 0 20.5 10.0 27.1 10.0 21.6 0.6 605.1 6.9 6.06 0.22 1.7 0.06 1.0 0.09 dd 86.7698125 0.362625 HOPS-361 94.381 2.557 78.129 1.32 0.06 0.05 174.4 86.7698125 0.362625 430.4 HOPS-361 1.756 0.02 1.287 8.83 0.07 0.04 55.5 86.7698125 0.362625 430.4
HOPS-361-C-A 5 47 4.631 + 0 21 47.85 503.1 69.0 0 173.6 10.0 49.3 10.0 201.9 2.7 760.5 8.4 0.37 0.16 2.6 0.06 0.2 0.08 dd 86.76929583333333 0.3632916666666666 "" "" "" "" "" "" "" "" "" "" "" HOPS-361 2.207 0.024 1.312 8.9 0.14 0.04 6.7 86.76929583333333 0.3632833333333333 430.4
HOPS-361-C-B 5 47 4.625 + 0 21 47.88 503.1 69.0 0 "" "" "" "" "" "" 130.2 2.8 "" "" "" "" 3.7 0.18 nd 86.76927083333334 0.36329999999999996 "" "" "" "" "" "" "" "" "" "" "" HOPS-361 0.378 0.008 0.651 8.91 0.0 0.0 0.0 86.76927083333334 0.36329999999999996 430.4
HOPS-361-D 5 47 4.317 + 0 21 38.04 503.1 69.0 0 63.6 10.0 34.0 10.0 16.3 1.9 104.4 8.5 6.15 1.23 2.3 0.07 2.2 0.7 dd 86.7679875 0.36056666666666665 HOPS-361 71.265 4.341 29.469 2.33 0.17 0.09 43.1 86.7679875 0.36056666666666665 430.4 HOPS-361 0.303 0.024 0.187 9.05 0.09 0.06 50.9 86.7679875 0.36056388888888885 430.4
HOPS-361-E 5 47 4.624 + 0 21 41.3 503.1 69.0 0 53.4 11.0 "" "" 6.7 1.0 50.3 6.9 15.59 "" 2.3 0.1 2.3 1.09 dd 86.76926666666667 0.3614722222222222 HOPS-361 29.408 4.226 14.345 1.33 0.15 0.11 111.9 86.76926666666667 0.3614722222222222 430.4 HOPS-361 0.146 0.02 0.101 8.83 0.0 0.0 0.0 86.7692625 0.3614722222222222 430.4
HOPS-361-F 5 47 4.967 + 0 21 40.74 503.1 69.0 0 "" "" "" "" 1.5 0.3 32.4 2.8 "" "" 1.8 0.11 2.6 0.7 dd 86.77069583333333 0.3613166666666666 HOPS-361 6.627 1.241 5.763 1.39 0.0 0.0 0.0 86.77069583333333 0.3613166666666666 430.4 HOPS-361 0.094 0.008 0.089 8.85 0.0 0.0 0.0 86.77069583333333 0.3613166666666666 430.4
HOPS-361-G-A 5 47 5.367 + 0 21 50.53 503.1 69.0 0 "" "" 33.3 10.0 7.2 1.0 159.5 8.4 "" 0.81 1.8 0.07 0.2 0.41 dd 86.7723625 0.3640361111111111 HOPS-361 31.588 1.241 27.549 4.54 0.0 0.0 0.0 86.7723625 0.3640361111111111 430.4 HOPS-361 0.463 0.023 0.308 9.3 0.09 0.06 44.3 86.7723625 0.3640305555555555 430.4
HOPS-361-G-B 5 47 5.451 + 0 21 50.08 503.1 69.0 0 "" "" 25.2 10.0 4.3 1.2 98.2 7.3 "" 1.38 1.8 0.07 1.3 0.58 dd 86.7727125 0.3639111111111111 HOPS-361 18.986 1.241 15.458 5.5 0.0 0.0 0.0 86.7727125 0.3639111111111111 430.4 HOPS-361 0.285 0.02 0.212 9.36 0.07 0.04 13.3 86.7727125 0.3639111111111111 430.4
HOPS-361-H 5 47 5.125 + 0 22 1.46 503.1 69.0 0 "" "" 30.3 10.0 "" "" 95.1 8.8 "" 1.38 "" "" 2.7 0.71 nd 86.77135416666667 0.3670722222222222 "" "" "" "" "" "" "" "" "" "" "" HOPS-361 0.276 0.022 0.185 10.22 0.08 0.06 18.0 86.77135416666667 0.3670722222222222 430.4
HOPS-361-I 5 47 4.246 + 0 21 22.7 503.1 69.0 0 "" "" "" "" "" "" 44.4 3.3 "" "" "" "" 9.8 1.22 nd 86.76769166666666 0.35630555555555554 "" "" "" "" "" "" "" "" "" "" "" HOPS-361 0.129 0.008 0.118 10.63 0.0 0.0 0.0 86.76769166666666 0.35630555555555554 430.4
HOPS-361-J 5 47 4.525 + 0 21 23.89 503.1 69.0 0 "" "" "" "" "" "" 35.8 3.2 "" "" "" "" 11.3 1.96 nd 86.76885416666666 0.3566361111111111 "" "" "" "" "" "" "" "" "" "" "" HOPS-361 0.104 0.008 0.096 10.23 0.0 0.0 0.0 86.76885416666666 0.3566361111111111 430.4
HOPS-363-A 5 46 43.122 + 0 0 52.35 23.4 367.6 Flat 27.7 10.0 "" "" 15.2 0.4 "" "" 18.24 "" "" "" "" "" dn 86.679675 0.014541666666666666 HOPS-363 29.62 0.723 21.345 0.32 0.08 0.05 25.7 86.679675 0.014541666666666666 428.4 "" "" "" "" "" "" "" "" "" "" ""
HOPS-363-B 5 46 43.132 + 0 0 52.25 23.4 367.6 Flat "" "" "" "" 1.1 0.2 "" "" "" "" "" "" "" "" dn 86.67971666666666 0.014513888888888889 HOPS-363 2.157 0.311 3.033 0.32 0.0 0.0 0.0 86.67971666666666 0.014513888888888889 428.4 "" "" "" "" "" "" "" "" "" "" ""
HOPS-364-A 5 47 36.563 + 0 20 5.92 34.3 96.7 I 34.9 10.0 "" "" 43.9 0.9 "" "" 5.38 "" "" "" "" "" dn 86.90234583333333 0.33497777777777776 HOPS-364 95.466 1.993 37.59 0.55 0.1 0.06 177.7 86.90234583333333 0.33497777777777776 427.8 "" "" "" "" "" "" "" "" "" "" ""
HOPS-364-B 5 47 36.554 + 0 20 6.0 34.3 96.7 I 19.6 10.0 "" "" 7.4 0.6 "" "" 36.14 "" "" "" "" "" dn 86.90230833333332 0.33499999999999996 HOPS-364 16.177 1.342 11.496 0.55 0.05 0.03 8.4 86.90230833333332 0.33499999999999996 427.8 "" "" "" "" "" "" "" "" "" "" ""
HOPS-365 5 47 10.613 + 0 21 13.71 20.3 160.3 I 38.7 10.0 "" "" 68.8 1.3 "" "" 3.87 "" "" "" "" "" dn 86.79422083333333 0.35380833333333334 HOPS-365 128.034 2.338 70.262 0.81 0.11 0.1 101.4 86.79422083333333 0.35380833333333334 430.3 "" "" "" "" "" "" "" "" "" "" ""
HOPS-366-A 5 47 4.003 + 0 22 10.33 6.8 292.2 I 21.6 10.0 34.0 10.0 28.0 0.6 525.1 35.2 14.74 0.72 1.8 0.06 1.4 0.4 dd 86.76667916666666 0.36953611111111107 HOPS-366 38.37 0.851 31.889 0.41 0.06 0.04 67.2 86.76667916666666 0.36953611111111107 430.5 HOPS-361 0.515 0.024 0.295 12.65 0.09 0.06 162.0 86.76667916666666 0.36953888888888886 430.4
HOPS-366-B 5 47 4.009 + 0 22 10.45 6.8 292.2 I 21.6 10.0 "" "" 12.3 0.6 118.3 11.8 33.39 "" 2.1 0.07 3.6 0.57 dd 86.76670416666667 0.3695694444444444 HOPS-366 16.938 0.837 15.132 0.41 0.06 0.03 62.6 86.76670416666667 0.3695694444444444 430.5 HOPS-361 0.116 0.008 0.123 12.68 0.0 0.0 0.0 86.76670416666667 0.3695722222222222 430.4
HOPS-367 5 54 36.287 + 1 53 54.06 0.0 249.4 I "" "" "" "" 2.8 0.6 "" "" "" "" "" "" "" "" dn 88.65119583333335 1.89835 HOPS-367 1.014 0.215 0.942 0.22 0.0 0.0 0.0 88.65119583333335 1.89835 354.9 "" "" "" "" "" "" "" "" "" "" ""
HOPS-368 5 35 24.725 - 5 10 30.08 60.2 137.5 I 62.0 10.0 19.0 10.0 45.3 0.9 538.6 24.4 3.9 0.45 2.1 0.06 0.0 0.11 dd 83.85302083333333 -5.175022222222222 HOPS-368 135.908 2.615 60.96 0.76 0.19 0.08 105.2 83.85302083333333 -5.175022222222222 392.8 HOPS-108 1.101 0.02 0.965 17.49 0.06 0.03 72.6 83.85303333333333 -5.175025000000001 392.8
HOPS-369 5 35 26.969 - 5 10 17.27 30.9 379.2 Flat 15.7 10.0 "" "" 10.4 0.2 29.5 4.5 27.86 "" 2.7 0.08 2.2 1.03 dd 83.86237083333333 -5.171463888888889 HOPS-369 26.113 0.532 22.398 0.27 0.05 0.04 21.3 83.86237083333333 -5.171463888888889 392.8 HOPS-108 0.051 0.007 0.047 7.86 0.0 0.0 0.0 83.862375 -5.171463888888889 392.8
HOPS-370 5 35 27.634 - 5 9 34.42 315.7 71.5 I 112.8 10.0 28.0 10.0 114.6 2.2 916.5 5.8 0.85 0.16 2.2 0.06 0.7 0.05 dd 83.86514166666667 -5.1595611111111115 HOPS-370 533.285 10.049 109.886 1.99 0.34 0.11 109.7 83.86514166666667 -5.1595611111111115 392.8 HOPS-370 2.841 0.018 1.931 7.3 0.08 0.03 5.6 83.8651375 -5.159555555555556 392.8
HOPS-371 5 35 10.419 - 5 55 40.55 0.5 31.6 0 42.9 13.2 "" "" 4.7 0.9 54.9 "" 161.86 "" "" "" "" "" du 83.79341249999999 -5.927930555555556 HOPS-371 3.664 0.688 2.144 0.23 0.13 0.1 113.4 83.79341249999999 -5.927930555555556 388.6 HOPS-12 "" "" "" 16.35 "" "" "" 83.79341249999999 -5.927930555555556 388.6
HOPS-372 5 41 26.37 - 2 18 20.18 4.5 37.3 0 36.0 10.0 "" "" 15.0 0.6 144.9 15.2 27.41 "" 2.1 0.08 1.7 0.97 dd 85.359875 -2.3056055555555552 HOPS-372 20.461 0.795 12.912 0.29 0.1 0.08 116.2 85.359875 -2.3056055555555552 407.9 HOPS-372 0.143 0.015 0.133 8.1 0.0 0.0 0.0 85.359875 -2.3055999999999996 407.9
HOPS-373-A 5 46 31.099 - 0 2 33.02 5.5 36.9 0 69.8 10.0 33.4 10.0 79.2 1.8 262.2 23.8 4.17 1.53 2.6 0.07 3.6 0.83 dd 86.62957916666667 -0.04250555555555555 HOPS-373 103.827 1.626 35.336 0.52 0.19 0.17 135.8 86.62957916666667 -0.04250555555555555 428.1 HOPS-373 0.247 0.022 0.144 7.63 0.09 0.06 1.0 86.62957916666667 -0.04250277777777778 428.1
HOPS-373-B 5 46 30.905 - 0 2 35.19 5.5 36.9 0 36.0 10.0 "" "" 70.3 0.8 71.1 12.8 5.53 "" 3.1 0.1 0.9 1.68 dd 86.62877083333333 -0.04310833333333333 HOPS-373 92.206 0.947 60.276 0.39 0.1 0.09 144.3 86.62877083333333 -0.04310833333333333 428.1 HOPS-373 0.067 0.012 0.072 7.53 0.0 0.0 0.0 86.62877083333333 -0.04310555555555556 428.1
HOPS-374 5 41 25.459 - 7 55 18.8 0.2 56.9 0 60.7 23.4 "" "" 5.0 1.3 96.1 "" 181.16 "" "" "" "" "" du 85.35607916666666 -7.921888888888889 HOPS-374 2.449 0.649 1.499 0.24 0.17 0.05 89.9 85.35607916666666 -7.921888888888889 430.5 HOPS-254 "" "" "" 14.95 "" "" "" 85.35607916666666 -7.921888888888889 430.4
HOPS-375 "" "" 0.0 "" "" "" 0.0 0.0 695.2 I "" "" "" "" 2.9 "" "" "" "" "" "" "" "" "" un "" "" HOPS-375 "" "" "" 0.24 "" "" "" "" "" 396.5 "" "" "" "" "" "" "" "" "" "" ""
HOPS-376 5 38 18.099 - 7 2 25.95 186.7 492.0 Flat 121.8 10.0 27.7 10.0 290.0 6.2 317.3 5.4 0.38 0.54 3.1 0.06 2.0 0.15 dd 84.57541249999998 -7.040541666666667 HOPS-376 1199.52 25.546 155.665 2.88 0.37 0.3 32.6 84.57541249999998 -7.040541666666667 388.8 HOPS-376 0.88 0.015 0.516 5.4 0.08 0.06 19.7 84.57541666666665 -7.040552777777777 388.8
HOPS-377 5 38 45.536 - 7 1 1.98 3.3 53.7 0 55.0 10.0 "" "" 14.5 0.7 "" "" 27.99 "" "" "" "" "" dn 84.68973333333334 -7.017216666666666 HOPS-377 19.771 0.942 8.635 0.27 0.17 0.09 145.2 84.68973333333334 -7.017216666666666 390.2 "" "" "" "" "" "" "" "" "" "" ""
HOPS-378 "" "" 0.0 "" "" "" 0.0 0.3 170.4 I "" "" "" "" 1.1 "" "" "" "" "" "" "" "" "" un "" "" HOPS-378 "" "" "" 0.23 "" "" "" "" "" 383.6 "" "" "" "" "" "" "" "" "" "" ""
HOPS-379 "" "" 0.0 "" "" "" 0.0 0.0 114.2 I "" "" "" "" 2.9 "" "" "" "" "" "" "" "" "" un "" "" HOPS-379 "" "" "" 0.22 "" "" "" "" "" 385.3 "" "" "" "" "" "" "" "" "" "" ""
HOPS-38 "" "" 0.0 "" "" "" 0.0 0.2 58.5 0 "" "" "" "" 1.1 "" 57.9 "" "" "" "" "" "" "" uu "" "" HOPS-38 "" "" "" 0.22 "" "" "" "" "" 391.4 HOPS-38 "" "" "" 9.5 "" "" "" "" "" 391.4
HOPS-380 "" "" 0.0 "" "" "" 0.0 0.5 36.6 0 "" "" "" "" 0.9 "" "" "" "" "" "" "" "" "" un "" "" HOPS-380 "" "" "" 0.24 "" "" "" "" "" 384.9 "" "" "" "" "" "" "" "" "" "" ""
HOPS-382 "" "" 0.0 "" "" "" 0.0 0.1 204.4 I "" "" "" "" 1.6 "" "" "" "" "" "" "" "" "" un "" "" HOPS-382 "" "" "" 0.23 "" "" "" "" "" 391.4 "" "" "" "" "" "" "" "" "" "" ""
HOPS-383 5 35 29.785 - 4 59 50.41 6.8 45.8 0 61.7 10.0 20.3 10.0 96.0 1.9 389.4 15.2 3.34 1.06 2.5 0.06 1.4 0.33 dd 83.87410416666665 -4.997336111111111 HOPS-383 158.833 3.117 54.88 0.78 0.18 0.12 49.7 83.87410416666665 -4.997336111111111 392.8 HOPS-383 0.46 0.018 0.316 7.2 0.06 0.06 147.6 83.87410416666665 -4.997336111111111 392.8
HOPS-384-A 5 41 44.135 - 1 54 46.06 1404.9 51.9 0 36.5 10.0 19.5 10.0 31.7 0.3 335.7 8.9 2.77 0.33 2.1 0.06 1.6 0.19 dd 85.43389583333334 -1.9127944444444445 HOPS-384 200.181 1.605 130.084 0.62 0.1 0.07 60.2 85.43389583333334 -1.9127944444444445 409.5 HOPS-384 1.393 0.037 0.919 14.31 0.06 0.04 16.3 85.43389166666667 -1.9127833333333333 409.5
HOPS-384-A-B 5 41 44.14 - 1 54 45.97 1404.9 51.9 0 "" "" "" "" "" "" 49.4 3.6 "" "" "" "" 1.3 0.52 nd 85.43391666666668 -1.9127694444444443 "" "" "" "" "" "" "" "" "" "" "" HOPS-384 0.205 0.015 0.314 14.31 0.0 0.0 0.0 85.43391666666668 -1.9127694444444443 409.5
HOPS-384-B 5 41 44.016 - 1 54 43.14 1404.9 51.9 0 252.8 11.1 "" "" 20.2 0.9 6.5 "" 2.54 "" "" "" "" "" du 85.4334 -1.9119833333333331 HOPS-384 127.657 5.406 13.9 0.64 0.73 0.18 34.9 85.4334 -1.9119833333333331 409.5 HOPS-384 "" "" "" 9.02 "" "" "" 85.4334 -1.9119833333333331 409.5
HOPS-384-C 5 41 44.252 - 1 54 55.53 1404.9 51.9 0 72.0 10.0 "" "" 6.6 1.3 6.3 "" 11.32 "" "" "" "" "" du 85.43438333333334 -1.915425 HOPS-384 41.483 2.909 13.576 1.77 0.21 0.17 62.6 85.43438333333334 -1.915425 409.5 HOPS-384 "" "" "" 9.11 "" "" "" 85.43438333333334 -1.915425 409.5
HOPS-384-region-D 5 41 45.524 - 1 54 27.14 1404.9 51.9 0 "" "" 69.2 10.0 "" "" 263.0 39.2 "" 0.33 "" "" -0.2 0.76 nd 85.43968333333333 -1.907538888888889 "" "" "" "" "" "" "" "" "" "" "" HOPS-384 1.091 0.118 0.119 19.71 0.2 0.17 97.6 85.43968333333333 -1.907538888888889 409.5
HOPS-384-region-E 5 41 45.735 - 1 54 57.97 1404.9 51.9 0 "" "" 137.0 29.2 "" "" 226.1 64.8 "" 0.35 "" "" -0.0 1.58 nd 85.4405625 -1.9161027777777777 "" "" "" "" "" "" "" "" "" "" "" HOPS-384 0.938 0.196 0.056 19.62 0.39 0.24 102.5 85.4405625 -1.9161027777777777 409.5
HOPS-384-region-F 5 41 43.087 - 1 54 26.27 1404.9 51.9 0 "" "" 20.5 10.0 "" "" 147.7 11.3 "" 0.73 "" "" 2.5 0.44 nd 85.42952916666667 -1.9072972222222222 "" "" "" "" "" "" "" "" "" "" "" HOPS-384 0.613 0.037 0.381 18.07 0.06 0.04 52.7 85.42952916666667 -1.9072972222222222 409.5
HOPS-384-region-G 5 41 43.915 - 1 54 34.09 1404.9 51.9 0 "" "" 108.9 23.0 "" "" 156.2 33.2 "" 0.52 "" "" 1.3 1.5 nd 85.43297916666667 -1.9094694444444444 "" "" "" "" "" "" "" "" "" "" "" HOPS-384 0.648 0.131 0.068 15.05 0.31 0.14 162.7 85.43297916666667 -1.9094694444444444 409.5
HOPS-384-region-H 5 41 45.902 - 1 54 11.17 1404.9 51.9 0 "" "" "" "" "" "" 184.4 13.0 "" "" "" "" -0.3 0.22 nd 85.44125833333334 -1.9031027777777776 "" "" "" "" "" "" "" "" "" "" "" HOPS-384 0.765 0.024 0.769 32.17 0.0 0.0 0.0 85.44125833333334 -1.9031027777777776 409.5
HOPS-384-region-I 5 41 43.167 - 1 54 25.42 1404.9 51.9 0 "" "" "" "" "" "" 25.1 7.9 "" "" "" "" 3.5 1.81 nd 85.4298625 -1.907061111111111 "" "" "" "" "" "" "" "" "" "" "" HOPS-384 0.104 0.026 0.09 18.06 0.0 0.0 0.0 85.4298625 -1.907061111111111 409.5
HOPS-385 5 46 4.775 - 0 14 16.68 12.1 377.1 Flat 27.9 10.0 "" "" 40.9 0.8 "" "" 8.07 "" "" "" "" "" dn 86.51989583333334 -0.23796666666666666 HOPS-385 67.341 1.255 45.916 0.52 0.08 0.07 6.1 86.51989583333334 -0.23796666666666666 426.7 "" "" "" "" "" "" "" "" "" "" ""
HOPS-386-A 5 46 8.487 - 0 10 3.05 23.4 147.4 I 42.4 10.0 20.0 10.0 52.4 0.5 543.2 24.8 4.78 0.56 2.1 0.06 1.6 0.22 dd 86.53536249999999 -0.16751388888888888 HOPS-386 102.938 0.955 60.508 0.35 0.12 0.07 56.8 86.53536249999999 -0.16751388888888888 427.2 HOPS-317 0.74 0.02 0.505 13.85 0.06 0.05 20.0 86.53535 -0.16751388888888888 427.1
HOPS-386-B 5 46 8.429 - 0 10 0.52 23.4 147.4 I 163.6 13.8 "" "" 20.3 1.7 35.2 "" 8.6 "" "" "" "" "" du 86.53512083333332 -0.1668111111111111 HOPS-386 39.832 3.258 3.399 0.37 0.45 0.31 68.3 86.53512083333332 -0.1668111111111111 427.2 HOPS-317 "" "" "" 29.39 "" "" "" 86.53512083333332 -0.1668111111111111 427.1
HOPS-386-C 5 46 8.923 - 0 9 56.12 23.4 147.4 I 57.7 10.0 40.3 10.0 15.7 1.1 198.2 39.9 14.77 1.36 2.0 0.07 2.8 0.72 dd 86.53717916666666 -0.1655888888888889 HOPS-386 30.895 1.008 16.829 0.74 0.16 0.06 125.6 86.53717916666666 -0.1655888888888889 427.2 HOPS-317 0.27 0.025 0.15 17.85 0.11 0.06 27.8 86.53716666666666 -0.1655888888888889 427.1
HOPS-387-A 5 46 7.838 - 0 9 59.59 5.6 118.3 I 98.7 10.0 56.6 10.0 84.8 1.1 378.5 61.3 3.54 0.97 2.5 0.07 5.0 0.74 dd 86.53265833333333 -0.16655277777777777 HOPS-387 111.892 1.497 32.565 0.33 0.27 0.11 42.9 86.53265833333333 -0.16655277777777777 427.2 HOPS-317 0.359 0.029 0.151 16.43 0.16 0.06 24.7 86.53264583333333 -0.1665611111111111 427.1
HOPS-387-B 5 46 7.856 - 0 10 1.3 5.6 118.3 I 37.4 10.0 23.6 10.0 22.6 0.6 228.8 39.7 16.99 1.86 2.1 0.07 -0.3 0.74 dd 86.53273333333334 -0.16702777777777778 HOPS-387 29.845 0.821 19.158 0.33 0.1 0.06 76.2 86.53273333333334 -0.16702777777777778 427.2 HOPS-317 0.217 0.02 0.149 15.45 0.07 0.04 59.3 86.53272083333334 -0.16703055555555554 427.1
HOPS-388 5 46 13.14 - 0 6 4.9 27.6 321.9 Flat 71.2 10.0 "" "" 102.0 2.1 "" "" 2.06 "" "" "" "" "" dn 86.55475 -0.10136111111111111 HOPS-388 209.345 4.421 55.528 0.89 0.2 0.19 130.5 86.55475 -0.10136111111111111 427.7 "" "" "" "" "" "" "" "" "" "" ""
HOPS-389-A 5 46 47.019 + 0 0 27.07 6.2 42.8 0 35.7 10.0 23.3 10.2 14.6 0.5 127.0 19.6 25.85 3.27 2.2 0.09 1.6 1.32 dd 86.69591249999999 0.007519444444444445 HOPS-389 19.722 0.668 12.884 0.26 0.1 0.07 50.1 86.69591249999999 0.007519444444444445 428.4 HOPS-389 0.123 0.019 0.108 9.6 0.06 0.02 151.1 86.69590000000001 0.007511111111111111 428.4
HOPS-389-B 5 46 46.604 + 0 0 29.52 6.2 42.8 0 22.2 10.0 "" "" 3.5 0.4 32.0 "" 118.63 "" "" "" "" "" du 86.69418333333333 0.0082 HOPS-389 4.785 0.325 3.974 0.39 0.06 0.03 33.4 86.69418333333333 0.0082 428.4 HOPS-389 "" "" "" 10.49 "" "" "" 86.69418333333333 0.0082 428.4
HOPS-390 5 47 32.455 + 0 20 21.64 3.4 54.3 0 170.6 10.0 48.8 12.0 97.5 2.3 211.9 37.3 3.03 2.01 2.8 0.1 3.3 1.54 dd 86.88522916666666 0.33934444444444445 HOPS-390 110.822 2.673 16.318 0.43 0.47 0.12 15.8 86.88522916666666 0.33934444444444445 428.4 HOPS-390 0.176 0.031 0.067 7.8 0.13 0.08 23.0 86.88522083333334 0.33934166666666665 428.4
HOPS-391 "" "" 0.0 "" "" "" 0.0 0.1 58.1 0 "" "" "" "" 1.8 "" 120.2 "" "" "" "" "" "" "" uu "" "" HOPS-391 "" "" "" 0.22 "" "" "" "" "" 430.2 HOPS-347 "" "" "" 22.22 "" "" "" "" "" 430.2
HOPS-392 5 46 16.505 + 0 21 35.75 0.1 62.4 0 "" "" "" "" 5.2 0.7 "" "" "" "" "" "" "" "" dn 86.56877083333333 0.35993055555555553 HOPS-392 1.679 0.227 1.468 0.23 0.0 0.0 0.0 86.56877083333333 0.35993055555555553 430.4 "" "" "" "" "" "" "" "" "" "" ""
HOPS-393 5 46 42.485 + 0 23 1.13 0.1 250.5 I 54.5 10.0 "" "" 14.9 1.9 "" "" 91.91 "" "" "" "" "" dn 86.67702083333334 0.38364722222222225 HOPS-393 4.955 0.622 3.073 0.23 0.15 0.05 32.8 86.67702083333334 0.38364722222222225 430.7 "" "" "" "" "" "" "" "" "" "" ""
HOPS-394-A 5 35 24.046 - 5 7 52.11 5.7 45.5 0 83.4 10.0 40.7 10.0 13.7 0.9 211.6 18.6 22.81 1.82 1.9 0.08 -1.1 0.72 dd 83.85019166666666 -5.131141666666666 HOPS-394 21.517 1.377 7.073 0.3 0.25 0.13 80.7 83.85019166666666 -5.131141666666666 392.8 HOPS-394 0.239 0.021 0.143 7.42 0.12 0.04 25.0 83.85018333333332 -5.131138888888889 392.8
HOPS-394-B 5 35 24.867 - 5 7 54.64 5.7 45.5 0 "" "" "" "" 6.3 0.7 54.9 6.7 "" "" 2.2 0.08 1.6 1.01 dd 83.8536125 -5.131844444444444 HOPS-71 9.878 0.315 7.997 1.05 0.0 0.0 0.0 83.8536125 -5.131844444444444 392.8 HOPS-394 0.062 0.007 0.045 8.01 0.0 0.0 0.0 83.8536125 -5.131844444444444 392.8
HOPS-395-A 5 39 17.092 - 7 24 24.55 0.4 31.7 0 7.1 10.0 39.1 10.0 16.9 0.9 369.6 45.2 58.22 2.01 1.7 0.08 -0.4 1.15 dd 84.82121666666667 -7.406819444444444 HOPS-395 12.186 0.608 19.57 0.6 0.02 0.02 79.9 84.82121666666667 -7.406819444444444 397.2 HOPS-395 0.213 0.026 0.098 7.22 0.12 0.08 88.6 84.82121666666667 -7.406819444444444 397.2
HOPS-395-B 5 39 17.081 - 7 24 24.57 0.4 31.7 0 7.1 10.0 25.0 10.0 6.9 0.9 411.3 31.3 142.55 1.95 1.3 0.09 3.5 0.68 dd 84.82117083333334 -7.406825 HOPS-395 4.977 0.608 14.851 0.6 0.02 0.02 79.9 84.82117083333334 -7.406825 397.2 HOPS-395 0.237 0.018 0.157 7.22 0.07 0.04 51.6 84.82116666666667 -7.406825 397.2
HOPS-396 "" "" 0.0 "" "" "" 0.0 0.0 58.7 0 "" "" "" "" 2.6 "" "" "" "" "" "" "" "" "" un "" "" HOPS-396 "" "" "" 0.23 "" "" "" "" "" 394.5 "" "" "" "" "" "" "" "" "" "" ""
HOPS-397 5 42 49.002 - 8 16 10.68 1.8 46.1 0 199.8 10.0 24.2 10.0 68.5 2.5 187.8 21.7 4.97 3.02 2.6 0.08 2.5 1.08 dd 85.704175 -8.269633333333335 HOPS-397 63.322 2.263 15.798 0.32 0.55 0.14 131.6 85.704175 -8.269633333333335 431.7 HOPS-397 0.13 0.015 0.1 7.11 0.07 0.02 146.8 85.70418333333333 -8.269633333333335 431.7
HOPS-398 5 41 29.414 - 2 21 16.42 1.0 23.0 0 76.9 10.0 38.8 10.0 271.8 6.0 502.8 40.7 1.98 1.22 2.8 0.07 3.0 0.78 dd 85.37255833333333 -2.3545611111111113 HOPS-398 234.84 5.169 64.071 0.98 0.22 0.19 10.6 85.37255833333333 -2.3545611111111113 408.0 HOPS-398 0.334 0.027 0.146 7.1 0.11 0.08 7.4 85.37255 -2.3545555555555557 408.0
HOPS-399 5 41 24.932 - 2 18 6.68 6.0 31.1 0 66.2 10.0 24.2 10.0 196.7 4.3 591.4 20.8 1.67 0.7 2.6 0.06 2.2 0.31 dd 85.35388333333333 -2.3018555555555555 HOPS-399 290.391 6.27 103.999 1.48 0.19 0.15 143.6 85.35388333333333 -2.3018555555555555 407.9 HOPS-399 0.626 0.022 0.378 8.11 0.07 0.07 104.3 85.35387083333333 -2.30185 407.9
HOPS-4 5 54 53.789 + 1 47 9.7 0.3 203.3 I 36.7 10.0 "" "" 5.3 0.7 "" "" 174.58 "" "" "" "" "" dn 88.72412083333333 1.7860277777777778 HOPS-4 4.304 0.594 2.878 0.23 0.12 0.08 12.6 88.72412083333333 1.7860277777777778 351.6 "" "" "" "" "" "" "" "" "" "" ""
HOPS-40 5 35 8.44 - 5 35 58.57 2.3 38.1 0 48.2 10.0 "" "" 6.6 0.6 106.0 19.9 69.74 "" 1.9 0.11 2.2 1.57 dd 83.78516666666667 -5.599602777777777 HOPS-40 8.138 0.693 4.814 0.23 0.14 0.07 76.1 83.78516666666667 -5.599602777777777 391.6 HOPS-40 0.096 0.018 0.069 7.91 0.0 0.0 0.0 83.78516666666667 -5.5995944444444445 391.6
